archivo,bytes,lineas,sha256_inicial,sha256_final,sin_cambio,tratamiento,hallazgos
backend/src/hotel-erp.Api/Controllers/CustomersController.cs,5561,115,b567478f8dbd63283f434fb4cbc62f094ba7fb9f73611a246f9e16209bb3531d,b567478f8dbd63283f434fb4cbc62f094ba7fb9f73611a246f9e16209bb3531d,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/DashboardController.cs,6775,151,25dcbf0ed8e8f3aa177260e0b057de539091e3bae2b477d0ea0d79530dcf1548,25dcbf0ed8e8f3aa177260e0b057de539091e3bae2b477d0ea0d79530dcf1548,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/DataExportController.cs,9936,233,178295254a106c83e86e7b6ee1d6fe5fc8acf12bf4ba29a6a9de8a6267cab303,178295254a106c83e86e7b6ee1d6fe5fc8acf12bf4ba29a6a9de8a6267cab303,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/DiscountsController.cs,3244,85,7d23d074e5bace894d1db7eb4acfe0ac9159492df66aa271e0cb5d4e2e9e2857,7d23d074e5bace894d1db7eb4acfe0ac9159492df66aa271e0cb5d4e2e9e2857,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/DocumentAuthorizationsController.cs,6495,148,5dec56ffea0cf0705bc1d2013af3e11fbcf4ad1875ea47d3b2178c60c80a700d,5dec56ffea0cf0705bc1d2013af3e11fbcf4ad1875ea47d3b2178c60c80a700d,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"SEG-09,DB-02"
backend/src/hotel-erp.Api/Controllers/FoliosController.cs,2848,80,2035ddd298a93570b372722cd9b1c06becb26cafc2a7c3e14cd5abe067f387e9,2035ddd298a93570b372722cd9b1c06becb26cafc2a7c3e14cd5abe067f387e9,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/GuestsController.cs,8804,172,03b5ef04097155a9ed48742454b613576ea8815cb719192db4d85ca24b274b48,03b5ef04097155a9ed48742454b613576ea8815cb719192db4d85ca24b274b48,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/InventoryController.cs,11087,251,f9375285f529abdcc9639cb3809ae266b4103fb8fb801a691ea031b6eac105fb,f9375285f529abdcc9639cb3809ae266b4103fb8fb801a691ea031b6eac105fb,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,INV-01
backend/src/hotel-erp.Api/Controllers/InvoicesController.cs,25210,502,e28077a69a080d926d39e4cf2ed307600a5821834b0cb1443708f7a36a5c7223,e28077a69a080d926d39e4cf2ed307600a5821834b0cb1443708f7a36a5c7223,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"FIN-01,FIN-02,FIN-03,FIN-04,FIN-05,FIN-06,DB-01,QA-02,FIN-13"
backend/src/hotel-erp.Api/Controllers/PrintController.cs,8693,201,5d0937f74260c5e0d1f752a53c91c4d399fca1378b0605b7431080559b8588aa,5d0937f74260c5e0d1f752a53c91c4d399fca1378b0605b7431080559b8588aa,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"OPS-04,OPS-05,UX-13"
backend/src/hotel-erp.Api/Controllers/PurchaseInvoicesController.cs,4615,113,2964108b1d928fe52cc495bf1de039629323b3722f72b0a777f805f05bda6a7d,2964108b1d928fe52cc495bf1de039629323b3722f72b0a777f805f05bda6a7d,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"FIN-04,FIN-08,FIN-09"
backend/src/hotel-erp.Api/Controllers/ReportsController.cs,15807,360,5b32683eb8bfa6071a632147bee3684be1bea2f57ec0996c871ae60bbd1353a7,5b32683eb8bfa6071a632147bee3684be1bea2f57ec0996c871ae60bbd1353a7,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"FIN-04,FIN-07,FIN-11,FIN-12,DB-03,DB-05,FIN-14"
backend/src/hotel-erp.Api/Controllers/ReservationsController.cs,16848,381,4bd9778900cba72a3fa939fc3240c44e92971012b8b88ddfa631a80a45c2b62b,4bd9778900cba72a3fa939fc3240c44e92971012b8b88ddfa631a80a45c2b62b,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"FIN-02,HOT-01,HOT-02,HOT-03,HOT-04,HOT-05,OPS-05,QA-02"
backend/src/hotel-erp.Api/Controllers/RolesController.cs,3367,97,0b5694c548e98143c070acb892fbaf0957ee29d8000ae9798dd50a15bb133df2,0b5694c548e98143c070acb892fbaf0957ee29d8000ae9798dd50a15bb133df2,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"SEG-01,SEG-07"
backend/src/hotel-erp.Api/Controllers/RoomTypesController.cs,2634,75,c97f6ccb2d6531c2c1c36c15b5a317dfd746b6f16b62d803baed25658f9c52a8,c97f6ccb2d6531c2c1c36c15b5a317dfd746b6f16b62d803baed25658f9c52a8,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/RoomsController.cs,3250,85,3cacb4bcf3770c29a92f867c3eb76c82c429a369670fa6e2fae3b7ed68c9eb84,3cacb4bcf3770c29a92f867c3eb76c82c429a369670fa6e2fae3b7ed68c9eb84,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,HOT-06
backend/src/hotel-erp.Api/Controllers/SettingsController.cs,3511,67,65f22ee83f1485a282422e906220aca20e54cad942ed494543bcde02f1b1c000,65f22ee83f1485a282422e906220aca20e54cad942ed494543bcde02f1b1c000,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Controllers/SuppliersController.cs,2950,82,8187ae3d50a2cd823d002589d2170088418155083acdf57e20997ec29aedb50c,8187ae3d50a2cd823d002589d2170088418155083acdf57e20997ec29aedb50c,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,HOT-06
backend/src/hotel-erp.Api/Controllers/TaxConfigurationsController.cs,2682,76,1571a6410958743290eef00e05b332f8fc6d0db8444b00b197b5b60e718ec3f5,1571a6410958743290eef00e05b332f8fc6d0db8444b00b197b5b60e718ec3f5,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,SEG-03
backend/src/hotel-erp.Api/Controllers/UsersController.cs,8349,212,91b5020f17648310a9f5d39a0a93363694ba428d4e10797666a6bd12841d5516,91b5020f17648310a9f5d39a0a93363694ba428d4e10797666a6bd12841d5516,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Data/hotel.db,1179648,,f058641ae98a64c60209fdfc9407ad3abecafc3dcc202e884249d43c7236348e,f058641ae98a64c60209fdfc9407ad3abecafc3dcc202e884249d43c7236348e,True,"SQLite abierta solo lectura; esquema y conteos, sin extracción de datos personales",DB-07
backend/src/hotel-erp.Api/Database/ApplicationDbContext.cs,22188,527,b022f154a2f6bb973d39bfd0301c76da774afb8e4e2076478d1002ee514bb068,b022f154a2f6bb973d39bfd0301c76da774afb8e4e2076478d1002ee514bb068,True,Revisión de configuración/entrega y barrido textual,"HOT-06,DB-06"
backend/src/hotel-erp.Api/Database/Entities/AccountingEntities.cs,1432,38,364f9375fc91c71000c687e1f27acae0bfba11a3e6d6c48627df01cbd7401a9f,364f9375fc91c71000c687e1f27acae0bfba11a3e6d6c48627df01cbd7401a9f,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/AuthEntities.cs,3219,88,2bb3f4df1ecbafa04a3379f7e66744079ac2fc700e7a23b99a64a9f588fba294,2bb3f4df1ecbafa04a3379f7e66744079ac2fc700e7a23b99a64a9f588fba294,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/BackupLog.cs,714,19,4c46580c1b002c31f88a7a0dffe273b8fdb053e4e0248b51f1f195dd6ae4223e,4c46580c1b002c31f88a7a0dffe273b8fdb053e4e0248b51f1f195dd6ae4223e,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/BaseEntity.cs,360,12,b790e322f58d37b674a67708bd356186277ada884e2a94263e8cfc5aebc25e57,b790e322f58d37b674a67708bd356186277ada884e2a94263e8cfc5aebc25e57,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/BusinessSettings.cs,1645,37,44041049f7ee8ceb602dadbb82717aff49354ade8ec1b13afc5e9837e96ecd2d,44041049f7ee8ceb602dadbb82717aff49354ade8ec1b13afc5e9837e96ecd2d,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/CashEntities.cs,935,27,f17782a17d44f28361cccc64c94d18c43f8a4aba3d0dc23baa6d3e7a617c29c0,f17782a17d44f28361cccc64c94d18c43f8a4aba3d0dc23baa6d3e7a617c29c0,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/CorrelativeLock.cs,219,8,c51f44713b14acbb40a3b7117c145f2cc76211fd2897dd96689198d56a709cc7,c51f44713b14acbb40a3b7117c145f2cc76211fd2897dd96689198d56a709cc7,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/CustomerEntities.cs,2422,54,79f5b70ed333a483379c583dd9edcfa5fa205040fe25f094e1aa1d7560e0fe3a,79f5b70ed333a483379c583dd9edcfa5fa205040fe25f094e1aa1d7560e0fe3a,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Discount.cs,565,17,d8a0ecf730302ae2a96dff915a3f16fca610c6804b5910d3bbeb7feac79349fe,d8a0ecf730302ae2a96dff915a3f16fca610c6804b5910d3bbeb7feac79349fe,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/AccountType.cs,170,12,e4c6a0db4b69a0c4ccc550805ad516be35c85405072ac1b11493c84560a906e0,e4c6a0db4b69a0c4ccc550805ad516be35c85405072ac1b11493c84560a906e0,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/BackupStatus.cs,195,12,983f548617c73c3913efd2639a9ebbc117275ee01c3420cb4927c686d9ca2339,983f548617c73c3913efd2639a9ebbc117275ee01c3420cb4927c686d9ca2339,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/CAIStatus.cs,155,11,5f1cd013f0eb26ab996575425647992e7cccda06bd736b5e15c3bb31a4aa7e25,5f1cd013f0eb26ab996575425647992e7cccda06bd736b5e15c3bb31a4aa7e25,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/DiscountType.cs,126,9,d5c5c3e24454ea706e2bc375ccea3b47c167013382c59053b0741b9db21af7b2,d5c5c3e24454ea706e2bc375ccea3b47c167013382c59053b0741b9db21af7b2,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/EntryType.cs,132,10,1c33170276fc4557d617b301826405c7f32a2a2635326a53692ac795e4833558,1c33170276fc4557d617b301826405c7f32a2a2635326a53692ac795e4833558,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/FolioStatus.cs,143,10,45d29e6d0b32cf503f9f9afbd3fa2706ad0439e48a0f3db540722f38b9221e7e,45d29e6d0b32cf503f9f9afbd3fa2706ad0439e48a0f3db540722f38b9221e7e,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/InvoiceDocumentType.cs,186,12,73eb23e42f551de3c5a4550dcb3d37573fb7234f0f0eecc4b7402f70cb6f824c,73eb23e42f551de3c5a4550dcb3d37573fb7234f0f0eecc4b7402f70cb6f824c,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/InvoiceStatus.cs,138,10,6c510055412c192351d95d6b9b063bdec4cec658d6b7e4fa722f1c0294d704c8,6c510055412c192351d95d6b9b063bdec4cec658d6b7e4fa722f1c0294d704c8,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/MovementType.cs,304,21,76ff218947904455d76dd05a9696da4d5c74958f9a63f27d2efe2b0996632546,76ff218947904455d76dd05a9696da4d5c74958f9a63f27d2efe2b0996632546,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/PurchaseInvoiceStatus.cs,148,10,da1c9acb536d10d0beeba95ed470620e871ba56463ce384f0d6fdbd9f86cc6d8,da1c9acb536d10d0beeba95ed470620e871ba56463ce384f0d6fdbd9f86cc6d8,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/ReservationStatus.cs,185,12,866e938fc8cbbcb6adea0bd461bfaf4559fb8650ed402c8a35ef808ee22310b1,866e938fc8cbbcb6adea0bd461bfaf4559fb8650ed402c8a35ef808ee22310b1,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/RoomStatus.cs,196,13,5ad287d43546ab9d81c48c6f07e33b9c3d15f9cee845169c823c25ce72018c3d,5ad287d43546ab9d81c48c6f07e33b9c3d15f9cee845169c823c25ce72018c3d,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/Enums/TaxpayerType.cs,148,10,bd938341d79efabdf645ca1661df7a50c7e5b3144ef4d47ba5f241b23ac745a2,bd938341d79efabdf645ca1661df7a50c7e5b3144ef4d47ba5f241b23ac745a2,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/InvoiceEntities.cs,4677,104,1bb593fa42bae775e2534ff4cf477834efc7478dd23bd33cb8608f64399ef154,1bb593fa42bae775e2534ff4cf477834efc7478dd23bd33cb8608f64399ef154,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,"HOT-04,INV-02"
backend/src/hotel-erp.Api/Database/Entities/ProductEntities.cs,1487,42,01b8e829035a9b54f5c70c53e732b038cd5b58ed39eae9072a21cb47b70d1b10,01b8e829035a9b54f5c70c53e732b038cd5b58ed39eae9072a21cb47b70d1b10,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,INV-02
backend/src/hotel-erp.Api/Database/Entities/ReservationEntities.cs,1968,52,0981dd03bffd541fa48a2528496973fd101591fe19775f70f86fa18624c97070,0981dd03bffd541fa48a2528496973fd101591fe19775f70f86fa18624c97070,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/RoomEntities.cs,911,27,881bb14b9400cabfa1e5576eda3ebb831038e9f7fde40bf29d3422a68a524c8d,881bb14b9400cabfa1e5576eda3ebb831038e9f7fde40bf29d3422a68a524c8d,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Entities/SupplierEntities.cs,1886,48,2a8be30f3a1510878510ee57b2e03273bd04f36754019299aa005e3a2c7d4c91,2a8be30f3a1510878510ee57b2e03273bd04f36754019299aa005e3a2c7d4c91,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/AccountingRepository.cs,6023,170,2265e5707bfd4785e46c1a1fa7363f1b45d0afbeab5c3a5ebd19c59ca4a98906,2265e5707bfd4785e46c1a1fa7363f1b45d0afbeab5c3a5ebd19c59ca4a98906,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,FIN-09
backend/src/hotel-erp.Api/Database/Repositories/CashRepository.cs,2723,39,3a06e3fc89e0e32e09255b71a45477f67526d36fe6a3e137c9187420b63a3cd8,3a06e3fc89e0e32e09255b71a45477f67526d36fe6a3e137c9187420b63a3cd8,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/CustomerRepository.cs,2616,35,8728c5a63ec6dee4ab32a0720d51569aea3fb40ebcadc2f928c3821018335c1e,8728c5a63ec6dee4ab32a0720d51569aea3fb40ebcadc2f928c3821018335c1e,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/DiscountRepository.cs,1189,20,59863b0e32dd4327794c78168834f9b0742ab6cd33e41dcf365da9caa29decdb,59863b0e32dd4327794c78168834f9b0742ab6cd33e41dcf365da9caa29decdb,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/InvoiceRepository.cs,7582,125,648ec3c1a2ab7b347ef17900979d942fda373ef4abf40f44e1cb9b4239793f05,648ec3c1a2ab7b347ef17900979d942fda373ef4abf40f44e1cb9b4239793f05,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,"FIN-02,DB-01,DB-03,DB-05"
backend/src/hotel-erp.Api/Database/Repositories/PurchaseRepository.cs,2975,35,ae623e764b307017b0e18016c66b9b8dc3c265eb4c8bf2371ca63bbc6bc46da6,ae623e764b307017b0e18016c66b9b8dc3c265eb4c8bf2371ca63bbc6bc46da6,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/ReservationRepository.cs,3380,41,9651f9e479bd1de314bcfa5c428aee3dc8aa1698beaa5bf1c267a9a5911d0a6f,9651f9e479bd1de314bcfa5c428aee3dc8aa1698beaa5bf1c267a9a5911d0a6f,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/RoleRepository.cs,3044,61,bf7b6bd5fb79bf066b34e305c8cb24c4e8e3e0dcecf430fb2cb5079d344f7052,bf7b6bd5fb79bf066b34e305c8cb24c4e8e3e0dcecf430fb2cb5079d344f7052,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/RoomRepository.cs,3098,51,9755a7b370daa1c0c892536618c9908d4e218460a6534850dd00091faf040946,9755a7b370daa1c0c892536618c9908d4e218460a6534850dd00091faf040946,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,HOT-01
backend/src/hotel-erp.Api/Database/Repositories/SettingsRepository.cs,2398,54,cab5cc6e92fdc3f3c87c42f23cc87937f3040cf2e44cdcc975768b1e6be247c6,cab5cc6e92fdc3f3c87c42f23cc87937f3040cf2e44cdcc975768b1e6be247c6,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Database/Repositories/UserRepository.cs,2817,91,602ae7959d929f0398c3c0ed3ec8dad3f85ad25e9783123dfe1a4964914a19ea,602ae7959d929f0398c3c0ed3ec8dad3f85ad25e9783123dfe1a4964914a19ea,True,Revisión de módulo/flujo y barrido estático; ejecución selectiva según pruebas,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/AccountingDtos.cs,3218,86,c96d9d451afed8982c97d875a80106d6342d88624628779010b6a4ab31aad338,c96d9d451afed8982c97d875a80106d6342d88624628779010b6a4ab31aad338,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/Auth/AuthDtos.cs,3947,105,90a78537e44cfb40789d0491ab60b06c8ac6d448289edb8f2a57ca4f13d8cae2,90a78537e44cfb40789d0491ab60b06c8ac6d448289edb8f2a57ca4f13d8cae2,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/Cash/CashDtos.cs,1780,49,0793adda1835944efffffc6c72ec55dd725d4a82205ec1b6cec84b602752ba72,0793adda1835944efffffc6c72ec55dd725d4a82205ec1b6cec84b602752ba72,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/Customer/CustomerDtos.cs,6216,134,c3e944718f698bd763db224eaa66af5dd3de85501004096e38071df375325a4c,c3e944718f698bd763db224eaa66af5dd3de85501004096e38071df375325a4c,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/DashboardDtos.cs,1919,53,1e8d57f5a0d77f6adbf666483bd467a51bcf66a4c37249fdc6337348b0d76595,1e8d57f5a0d77f6adbf666483bd467a51bcf66a4c37249fdc6337348b0d76595,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/Discount/DiscountDtos.cs,2078,60,904c0eca3649f70ba540f72851820ed30208dbbb40736e77b1dc12be5df1e622,904c0eca3649f70ba540f72851820ed30208dbbb40736e77b1dc12be5df1e622,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,HOT-05
backend/src/hotel-erp.Api/Dtos/InventoryDtos.cs,2275,70,e0136b36f9ff7b280afde331434eafdf335bc5fc88e04fbb8be7c22333f802c9,e0136b36f9ff7b280afde331434eafdf335bc5fc88e04fbb8be7c22333f802c9,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/Mappings/MappingProfile.cs,6437,119,73b4b2e84357a52a2fff1f5e639946ab1404155dae7f1f41ea6e45e35600077c,73b4b2e84357a52a2fff1f5e639946ab1404155dae7f1f41ea6e45e35600077c,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,DB-04
backend/src/hotel-erp.Api/Dtos/common/GuestStatsDto.cs,285,11,acb6db64dad2fdfc8b00b649fb9764707baf8012ec5c1511f902336323ab4554,acb6db64dad2fdfc8b00b649fb9764707baf8012ec5c1511f902336323ab4554,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,Sin hallazgo específico; no equivale a certificación
backend/src/hotel-erp.Api/Dtos/common/HotelDtos.cs,6193,155,342ef1661139aefd55d1509b51fec68a9cb27109d590baed393373976003375d,342ef1661139aefd55d1509b51fec68a9cb27109d590baed393373976003375d,True,Revisión de contratos/invariantes y barrido; contraste con persistencia,"HOT-02,HOT-03"
